Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
ADIRF,130.976,57.7211,62.3883,6.89869,6.24466,7.3866
ADK,19.6501,29.1303,29.089,26.7373,21.9252,22.8401
ADM,16.9322,20.2759,17.5701,44.2763,43.0822,43.1533
ADM2,2.9567,35.213,29.5811,19.215,1.41835,3.20734
ADM5,0.918231,0.762672,0.674372,0.857466,0.768272,0.7581
ADNP,93.99,91.8552,91.1493,104.903,103.027,102.499
ADNP2,28.8875,36.7198,35.1401,36.4812,31.5779,31.3736
ADO,22.0008,22.3407,24.6236,27.3804,23.5209,23.365
ADORA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ADORA2A,0.881502,0.930087,0.965991,1.61749,1.16226,1.82721
ADORA2B,2.44249,2.04619,2.46054,1.57851,1.12286,1.0108
ADORA3,0.0734602,0.055807,0.0546805,0.0389776,1.97E-06,1.94E-06
ADPGK,53.7348,52.494,54.2959,57.606,58.4476,57.0906
ADPRH,16.3261,15.8673,15.0366,9.86083,9.21924,9.36931
ADPRHL1,0.367294,0.390638,0.273395,0.214368,0.393987,0.116632
ADPRM,4.77479,5.63632,5.74126,4.94991,4.78692,4.72353
ADPRS,30.1547,33.1668,31.1668,29.2317,25.412,28.73
ADRA1A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ADRA1B,0.238741,0.223222,0.364526,0.448222,0.768272,0.933045
ADRA1D,1.84E-06,0.0186036,0.0546805,0.0194898,0.0590997,1.94E-06
ADRA2A,0.348929,0.204621,0.164038,2.47495,1.63504,2.39093
ADRA2B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
ADRA2C,0.0183664,0.0372053,0.0364542,0.0389776,0.118197,1.94E-06
ADRB1,0.367294,0.241824,0.255169,0.155904,0.216694,0.330455
ADRB2,17.6116,16.8718,16.9686,4.93042,4.55052,5.19006
ADRB3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ADRM1,94.8347,105.081,102.45,106.481,103.382,103.821
ADSL,12.1574,11.8679,12.9771,13.0373,11.3468,11.7991
ADSS1,2.66287,3.36691,2.93442,1.598,1.85173,1.94384
ADSS2,88.2602,94.2363,99.0595,112.503,102.731,101.274
ADTRP,2.90161,3.49712,3.26249,1.87083,1.12286,1.71058
AEBP1,22.5517,24.6473,30.9481,22.9956,28.9382,34.2505
AEBP2,25.7104,27.6235,30.0186,32.6616,27.4016,27.2526
AEN,39.337,49.4805,45.2557,41.587,34.8085,33.2591
AFAP1,155.934,177.256,172.529,170.343,187.064,177.9
AFAP1L1,212.827,180.585,190.828,164.984,160.076,164.682
AFAP1L2,1.59772,0.52085,0.783729,0.662588,0.886467,1.06911
AFDN,304.944,268.832,264.007,253.614,236.351,236.002
AFF1,199.072,188.938,177.76,198.152,209.048,202.529
AFF2,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AFF3,0.0183664,0.111612,0.109359,0.116929,0.0590997,0.0583172
AFF4,138.34,179.32,167.535,193.553,171.856,171.68
AFG1L,3.89329,3.68314,3.95509,2.86471,2.89579,2.46868
AFG3L2,49.4191,55.4703,53.1112,52.9679,51.0998,50.7342
AFM,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AFMID,23.121,18.7133,18.1898,22.372,21.157,22.9179
AFP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AFTPH,37.8678,43.9744,46.6409,37.3386,30.1398,30.3045
AGA,9.20066,9.00323,9.58699,10.5429,11.5438,10.5745
AGAP1,26.3348,20.9269,23.2566,28.1794,30.4353,31.2375
AGAP2,0.3122,0.372036,0.3463,0.409246,0.334889,0.369332
AGAP3,120.325,102.068,104.564,114.471,119.102,121.879
AGAP4,0.734585,0.911486,0.820181,0.974393,0.748573,0.583154
AGAP5,0.3122,0.651062,0.492109,0.331295,0.334889,0.174948
AGAP6,0.440752,0.651062,0.400978,0.545661,0.669776,0.505401
AGAP9,1.32225,1.61835,1.40342,1.20825,1.02436,1.10799
AGBL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGBL2,0.0550956,0.0186036,0.018228,1.95E-06,0.0394004,0.0583172
AGBL3,2.51595,2.28801,3.00733,3.50781,2.62,2.29373
AGBL4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGBL5,26.6103,23.5126,23.6029,27.3999,28.229,28.7688
AGER,5.76648,5.20848,5.13979,7.26896,6.32346,7.23109
AGFG1,88.5908,105.007,107.917,98.7447,86.1841,88.5419
AGFG2,45.3605,36.571,35.0126,72.2998,60.3191,66.2655
AGGF1,14.1591,14.7512,16.3489,16.6036,14.7744,13.9568
AGK,22.7721,23.6056,23.7123,23.0541,22.3192,23.0734
AGL,26.2246,27.4561,26.5556,31.8626,33.5675,31.568
AGMAT,0.0550956,0.0930104,0.0729067,0.155904,0.216694,0.349893
AGMO,0.036731,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
AGO1,53.1655,50.9129,47.8256,60.1199,57.1869,57.8876
AGO2,105.762,121.079,111.198,125.404,115.694,114.492
AGO3,25.2329,28.442,27.3758,30.44,25.2741,25.6393
AGO4,42.1284,41.8166,40.2982,47.2969,45.2097,44.825
AGPAT1,65.1025,57.9071,57.7042,63.8616,64.6726,61.3476
AGPAT2,63.7619,51.7872,52.7102,53.533,56.5368,54.2137
AGPAT3,141.187,130.454,126.636,143.372,143.016,143.65
AGPAT4,22.5701,25.5029,25.1704,22.4305,21.1964,20.2548
AGPAT5,47.4357,46.2438,51.1245,88.9619,81.5154,89.164
AGPS,74.9459,98.9239,99.752,127.197,114.393,116.98
AGR2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGR3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGRN,428.115,312.323,295.793,249.541,317.473,292.082
AGRP,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGT,0.036731,0.0372053,0.018228,0.0584654,0.0394004,0.0583172
AGTPBP1,27.8591,25.7076,25.1157,25.3536,27.0273,25.3282
AGTR1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGTR2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGTRAP,24.9758,27.1213,26.2822,25.9967,26.2394,26.4557
AGXT,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AGXT2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AHCTF1,41.6693,40.3657,39.3139,38.1376,33.1735,33.4146
AHCY,69.2896,66.5011,64.0469,67.1745,66.7804,70.231
AHCYL1,133.474,142.526,134.838,133.608,131.591,131.501
AHCYL2,36.1599,32.0693,31.3855,25.4511,26.9289,26.4557
AHDC1,92.8697,75.4113,76.1309,96.2503,105.805,105.531
AHI1,17.1893,19.5318,19.5567,15.8241,14.3016,16.4838
AHNAK,1686.75,1697.96,1459.19,1113.34,1121.56,1103.6
AHNAK2,725.64,569.194,531.731,265.502,285.068,275.831
AHR,42.863,47.8622,50.2497,53.8253,43.7717,41.4427
AHRR,2.3874,2.38102,1.93198,1.81237,1.67444,1.94384
AHSA1,72.0443,77.997,76.2038,77.8928,71.4491,72.583
AHSG,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AHSP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AICDA,0.036731,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AIDA,32.2115,30.9346,33.682,29.2707,26.1803,23.5788
AIF1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AIF1L,341.049,335.724,343.382,164.614,224.374,244.36
AIFM1,21.7253,24.2008,25.061,23.8726,21.6298,22.9568
AIFM2,17.226,27.1213,25.5167,22.4694,16.0352,17.5918
AIFM3,0.0550956,0.0744087,0.0729067,0.0389776,0.0197012,0.0194404
AIG1,14.306,14.2675,13.05,13.8558,13.8683,13.743
AIM2,0.0183664,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
AIMP1,39.6124,42.8769,46.5862,42.425,38.2165,36.622
AIMP2,20.6051,21.9128,21.7074,18.9422,18.8128,18.1944
AIP,35.6824,33.5761,34.5387,32.1744,32.2082,31.9179
AIPL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AIRE,1.84E-06,0.0186036,0.018228,0.0389776,1.97E-06,0.0194404
AJAP1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AJM1,7.43766,6.38039,6.96241,5.69044,4.96421,5.40388
AJUBA,26.3348,37.5382,38.4573,69.8638,83.2884,83.0798
AK1,13.3694,12.7794,12.7037,12.1409,12.7651,11.2354
AK2,66.7553,64.9944,67.765,64.6606,60.063,62.4362
AK3,73.8991,69.4402,75.3289,77.3666,72.966,69.5895
AK4,7.74986,7.99874,7.69146,6.17764,5.49609,4.52915
AK4P3,0.036731,0.0372053,0.018228,0.0389776,0.0590997,0.0583172
AK5,0.3122,0.334833,0.236943,0.857466,1.35925,1.30238
AK6,11.0371,14.4535,15.1278,12.9984,12.2135,11.663
AK7,0.146919,0.130214,0.182264,0.0779532,0.0590997,0.116632
AK8,0.110189,0.111612,0.255169,0.0389776,0.0394004,0.116632
AK9,7.14383,7.81272,7.27226,5.30069,4.94451,4.41252
AKAIN1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AKAP1,41.5223,36.4407,38.8401,33.9478,31.4597,31.3153
AKAP3,0.606033,0.613858,0.546788,0.565148,0.512182,0.349893
AKAP4,0.036731,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0388788
AKAP5,0.661127,0.595257,0.72905,1.05234,1.08346,0.855292
AKAP6,0.0918248,0.297629,0.145811,0.136417,0.0787989,0.116632
AKAP7,3.15871,3.75755,4.08267,2.86471,2.5806,2.97408
AKAP8,42.0733,44.2163,44.3079,42.4639,41.6836,41.6954
AKAP8L,69.8773,67.6916,66.7262,74.346,71.5673,71.0279
AKAP9,71.1261,74.1092,74.0349,85.9218,83.8005,77.4815
AKAP10,29.0711,33.8923,33.4269,34.0257,29.667,30.2267
AKAP11,74.5051,80.8058,76.2949,79.3349,68.5927,68.3649
AKAP12,1199.34,1636.37,1639.1,1585.72,1543.65,1480.84
AKAP13,176.612,149.446,136.15,110.827,102.121,102.168
AKAP14,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
AKAP17A,65.8003,84.6192,79.7214,81.6929,68.8291,68.1899
AKIP1,17.6851,17.8576,16.9322,16.4672,15.129,15.6479
AKIRIN1,55.406,58.3536,56.9387,57.489,57.3051,55.4967
AKIRIN2,39.7777,47.6018,43.4331,41.626,38.0392,39.9459
AKNA,34.1581,47.7134,44.5631,47.979,40.2061,41.6954
AKNAD1,0.275471,0.0744087,0.182264,0.0194898,1.97E-06,0.0194404
AKR1A1,49.5477,57.2561,54.1501,61.8933,61.2449,60.6284
AKR1B1,319.158,270.952,264.171,188.135,154.58,166.082
AKR1B10,0.587669,1.50674,0.893086,0.409246,0.236393,0.194386
AKR1B15,0.0183664,0.0930104,1.82E-06,0.0584654,1.97E-06,1.94E-06
AKR1C1,22.0375,34.2085,29.5265,17.9678,12.3711,13.1598
AKR1C2,1.13861,0.930087,0.583241,1.07183,0.748573,0.952484
AKR1C3,96.7079,94.5897,81.5987,75.7881,74.798,71.475
AKR1C4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AKR1D1,1.84E-06,0.0186036,1.82E-06,1.95E-06,0.0197012,1.94E-06
AKR1E2,3.12198,3.38551,3.3354,3.37139,3.52616,3.79049
AKR7A2,29.4568,26.7121,26.2457,27.0101,28.4851,28.4967
AKR7A3,0.0734602,0.167417,0.20049,0.116929,0.177295,0.174948
AKR7L,0.128554,0.186019,0.145811,0.097441,0.157596,0.155509
AKT1,195.032,181.255,177.432,206.883,207.571,210.479
AKT1S1,107.304,119.032,114.315,108.781,97.1172,98.7082
AKT2,57.7199,54.1496,51.2521,56.8459,54.8821,55.3606
AKT3,113.53,122.939,119.363,151.303,147.449,148.646
AKTIP,16.9138,16.6485,16.4947,16.818,15.917,16.4449
ALAD,45.636,40.5517,44.071,56.1834,58.7037,58.9761
ALAS1,68.9774,77.7179,75.2196,65.1478,66.6622,66.6932
ALAS2,0.0183664,1.86E-06,0.018228,0.19488,0.0197012,1.94E-06
ALB,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
ALCAM,173.766,214.124,230.963,231.788,255.085,248.637
ALDH1A1,210.109,273.929,227.5,662.43,800.616,746.24
ALDH1A2,7.69476,6.00835,5.6319,3.54678,3.13218,3.77105
ALDH1A3,27.051,30.8974,30.4013,32.3887,27.8744,25.4838
ALDH1B1,15.8303,15.7929,14.6174,15.7267,16.4686,16.0561
ALDH1L1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALDH1L2,4.29732,28.0328,27.0841,17.617,4.01865,5.38444
ALDH2,108.975,78.834,77.7348,75.1255,77.0043,79.4836
ALDH3A1,306.009,199.727,258.393,20.5986,17.2368,19.3218
ALDH3A2,240.705,204.228,210.75,126.476,121.426,124.017
ALDH3B1,4.73807,3.62733,3.11668,1.01337,0.728874,0.952484
ALDH3B2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALDH4A1,41.3203,32.367,32.4427,24.5352,20.7827,22.1015
ALDH5A1,0.973325,0.74407,0.911312,1.87083,1.65474,1.63283
ALDH6A1,24.7922,21.8012,19.7572,20.0724,17.6899,18.4859
ALDH7A1,18.8788,18.4715,20.2675,29.8164,29.3125,30.7904
ALDH8A1,0.165283,0.130214,0.164038,0.136417,0.137897,0.097194
ALDH9A1,59.1156,60.9392,58.4515,47.141,41.6836,44.65
ALDH16A1,39.539,37.1848,36.7805,31.6287,31.4794,29.1576
ALDH18A1,81.6673,80.9174,78.883,79.9585,86.6963,88.1337
ALDOA,12.9103,15.5696,14.6539,16.5452,18.0248,19.1468
ALDOB,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALDOC,5.72975,8.33357,7.30871,6.7233,8.23428,8.74729
ALG1,26.8307,27.3631,26.1364,26.9516,28.5442,27.7386
ALG1L2,1.84E-06,0.0186036,1.82E-06,0.0194898,0.0197012,1.94E-06
ALG2,43.8179,64.0829,60.9667,57.7619,44.9143,44.65
ALG3,28.3182,29.1303,28.6881,30.1476,29.5685,29.5269
ALG5,21.6702,28.3304,27.1024,26.0357,19.9947,23.1123
ALG6,13.7,12.798,15.0002,14.4405,13.3955,12.4989
ALG8,21.5784,21.8012,22.3271,21.9628,21.8858,22.1403
ALG9,5.50938,6.5106,5.88707,6.76227,5.51579,5.57882
ALG10,2.86488,3.92496,4.72059,4.98888,3.56556,3.38228
ALG10B,6.61125,7.34768,7.80082,8.3213,6.32346,5.92872
ALG11,9.1272,10.1751,10.7535,10.5234,9.27834,9.29156
ALG12,24.6453,30.8788,28.2324,29.9528,28.1896,28.6328
ALG13,24.9942,25.6146,27.9043,24.6326,23.186,23.1511
ALG14,5.95013,7.32907,6.96241,6.09969,5.41729,5.94815
ALK,0.128554,0.148816,0.20049,0.0779532,0.0394004,0.0583172
ALKAL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALKAL2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALKBH1,11.1473,12.1469,11.847,12.3748,11.2877,10.9827
ALKBH2,3.48927,3.1995,2.69748,3.27395,3.36857,3.28509
ALKBH3,13.6816,16.0347,16.5859,12.745,11.6422,13.3542
ALKBH4,8.77828,7.88713,8.01953,9.04235,9.08135,9.19437
ALKBH5,125.706,123.85,117.851,107.456,94.9306,97.678
ALKBH6,2.71796,3.18089,3.00733,2.70881,2.97459,3.09071
ALKBH7,14.1591,12.2399,11.6283,15.8826,15.0305,15.2203
ALKBH8,11.8084,13.4862,13.9795,12.5502,10.1648,10.5745
ALLC,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALMS1,27.5102,28.2746,28.123,23.6192,24.3089,25.2311
ALOX5,0.0183664,1.86E-06,0.0364542,0.0194898,0.0590997,0.0194404
ALOX5AP,1.84E-06,0.0186036,0.0364542,1.95E-06,1.97E-06,1.94E-06
ALOX12,0.0183664,0.0930104,0.0364542,0.0584654,0.0394004,0.0194404
ALOX12B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALOX15,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
ALOX15B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALOXE3,0.0550956,0.111612,0.145811,0.0779532,1.97E-06,0.0583172
ALPG,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALPI,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALPK1,11.735,13.5792,12.7948,9.54903,7.19022,7.96975
ALPK2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALPK3,7.56621,10.7518,8.23825,33.4996,35.892,32.0734
ALPL,1.23043,2.25081,1.82262,0.799002,0.984964,1.14687
ALPP,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALS2,70.2629,76.0996,76.6594,71.5592,66.0121,67.5873
ALS2CL,54.6897,65.1804,72.0847,31.5508,29.9231,33.2591
ALX1,3.37909,2.99488,3.15314,4.01449,3.72316,2.72138
ALX3,0.0550956,0.0186036,0.018228,0.0389776,0.0197012,1.94E-06
ALX4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ALYREF,57.4261,59.3394,56.483,60.8799,69.9323,70.5225
AMACR,0.128554,0.130214,0.164038,0.0779532,0.157596,0.136071
AMBN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMBP,0.0183664,1.86E-06,1.82E-06,0.0389776,0.0197012,0.0194404
AMBRA1,37.225,35.9385,37.9834,36.4617,35.9314,35.4557
AMD1,42.8262,54.8936,56.1003,43.5163,37.921,40.704
AMDHD1,0.036731,0.055807,0.018228,0.0584654,0.0197012,1.94E-06
AMDHD2,45.4156,45.0347,46.0759,45.6794,44.2445,43.7364
AMELX,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMELY,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMER1,5.08699,5.4317,4.68414,6.06071,5.59458,5.75377
AMER2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMER3,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMFR,115.899,120.353,113.768,121.273,116.166,117
AMH,1.90992,2.93907,3.18959,3.46883,3.28977,3.63498
AMHR2,0.0183664,0.0372053,0.018228,1.95E-06,1.97E-06,0.0194404
AMIGO1,1.21206,0.725468,0.747276,1.2862,1.71384,1.61339
AMIGO2,19.7787,17.3182,17.4425,23.4244,24.4467,23.4816
AMIGO3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMMECR1,12.8919,14.1373,12.4303,13.9923,11.6619,12.8877
AMMECR1L,51.6412,58.0001,57.7042,58.0152,50.43,51.4923
AMN,0.183648,0.204621,0.182264,0.233856,0.177295,0.252701
AMN1,5.96849,7.6081,7.41807,9.68544,8.56917,9.15549
AMOT,6.94182,6.69662,7.19935,6.54791,7.86,7.71705
AMOTL1,231.816,182.78,175.063,105.371,99.1659,100.866
AMOTL2,88.6826,108.262,106.988,144.151,162.203,166.276
AMPD1,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
AMPD2,73.4951,65.2176,61.5317,47.5892,50.9422,53.028
AMPD3,1.06515,0.930087,0.929539,1.83186,1.00466,0.991361
AMPH,0.0550956,1.86E-06,1.82E-06,0.0584654,0.0984981,1.94E-06
AMT,0.3122,0.241824,0.218716,0.272831,0.393987,0.330455
AMTN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMY1A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMY1B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMY1C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMY2A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
AMY2B,2.53432,1.50674,1.4581,1.34466,1.31985,1.20518
AMZ1,0.036731,0.0186036,0.018228,1.95E-06,0.0394004,1.94E-06
AMZ2,33.7541,34.6736,33.919,31.8041,28.229,31.8596
ANAPC1,22.5884,22.6755,24.5325,22.6059,21.9055,21.2851
ANAPC2,57.4077,53.7403,52.5097,57.2552,53.7395,53.9027
ANAPC4,29.2915,26.8237,27.5216,26.2696,25.1559,26.028
ANAPC5,136.1,124.855,121.332,113.478,119.968,117
ANAPC7,39.943,43.6396,41.0272,39.5603,38.8666,38.7602
ANAPC10,3.17708,4.25979,3.80928,3.39088,3.03368,3.6933
ANAPC11,29.6404,26.2842,26.264,28.9199,29.9822,29.1576
ANAPC13,38.6575,43.0816,43.7247,44.1009,38.9454,39.3433
ANAPC15,12.3043,12.1283,12.7219,13.4856,13.0212,13.9179
ANAPC16,57.2608,55.3959,56.5195,41.2167,36.8179,37.5161
ANG,3.30563,4.39,3.90041,4.71605,4.51113,5.13174
ANGEL1,75.5336,66.7801,68.2572,37.6505,34.8873,36.9524
ANGEL2,30.0077,28.535,30.6929,30.6348,25.5499,26.4751
ANGPT1,1.84E-06,0.0372053,0.018228,0.0584654,0.0787989,0.0194404
ANGPT2,8.28243,9.71009,7.4363,152.2,121.052,117.369
ANGPT4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANGPTL1,0.110189,0.111612,0.0364542,0.0194898,0.0197012,1.94E-06
ANGPTL2,37.4821,31.9019,33.919,52.6561,52.9121,56.4103
ANGPTL3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANGPTL4,66.6267,54.0938,55.6993,43.2629,53.4243,50.7926
ANGPTL5,0.0550956,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
ANGPTL6,0.202012,0.353434,0.0546805,0.155904,0.216694,0.155509
ANGPTL7,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
ANGPTL8,0.146919,0.055807,0.0911329,0.0389776,0.137897,0.174948
ANHX,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANK1,1.26716,0.837079,1.0389,0.311807,0.29549,0.427647
ANK2,0.128554,0.167417,0.164038,0.097441,0.118197,0.097194
ANK3,6.66635,5.71073,5.57722,8.51618,8.27368,8.68897
ANKAR,2.82815,2.97628,2.71571,2.49444,2.26541,1.94384
ANKDD1A,2.16702,2.00899,2.16892,1.03286,1.04406,1.28294
ANKDD1B,0.293835,0.409239,0.218716,0.487197,0.275791,0.291578
ANKEF1,3.03016,4.11098,4.11913,3.91705,3.23068,3.71274
ANKFN1,0.440752,2.77166,2.35118,2.37752,0.196994,0.505401
ANKFY1,96.7814,95.1849,91.368,89.1957,86.5978,86.4232
ANKH,27.0143,25.0379,26.5009,27.2245,28.1502,28.4967
ANKHD1,2.53432,2.54844,3.11668,2.82573,2.42301,2.39093
ANKHD1-EIF4EBP3,2.3874,1.97178,2.07779,1.9293,1.47744,1.55507
ANKIB1,80.3451,79.4479,74.8004,71.7931,66.6819,67.2569
ANKK1,1.84E-06,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
ANKLE1,1.32225,1.63695,1.38519,1.75391,1.59564,1.73002
ANKLE2,118.286,121.934,120.475,125.657,116.876,116.319
ANKMY1,7.9335,10.0449,9.20424,9.23722,9.37684,8.63065
ANKMY2,12.9103,13.356,13.6697,13.3881,12.6469,13.1015
ANKRA2,10.4127,10.8634,10.3343,11.2445,9.47533,9.93303
ANKRD1,245.369,364.37,344.111,416.24,678.442,593.144
ANKRD2,0.183648,0.130214,0.218716,0.136417,0.177295,0.330455
ANKRD6,0.936596,1.15331,0.692598,2.78676,2.5609,1.82721
ANKRD7,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
ANKRD9,33.497,31.3067,30.0368,31.1415,31.2036,32.501
ANKRD10,36.8394,42.7095,42.7951,50.9801,43.555,42.3563
ANKRD11,237.821,285.48,273.43,259.967,230.698,234.991
ANKRD12,65.5249,70.8725,71.3374,76.4507,64.7317,62.3973
ANKRD13A,57.977,54.6332,54.4052,59.3209,61.4025,61.8336
ANKRD13B,55.9569,47.2111,45.3468,56.8849,61.4222,63.9135
ANKRD13C,30.6872,32.274,33.9372,31.999,27.7168,28.419
ANKRD13D,35.2233,31.4555,32.151,37.1438,36.8967,36.1749
ANKRD16,4.29732,3.62733,3.55411,4.46271,4.35353,3.63498
ANKRD17,160.819,167.211,159.753,170.421,167.148,162.991
ANKRD18A,0.367294,0.334833,0.309847,0.526173,0.512182,0.38877
ANKRD18B,1.79973,1.35793,2.09602,2.14366,1.79263,1.88553
ANKRD20A1,0.0550956,0.0744087,0.0546805,0.0194898,0.0787989,1.94E-06
ANKRD22,1.84E-06,0.111612,0.109359,0.116929,0.0197012,1.94E-06
ANKRD23,0.679492,0.539451,0.492109,0.721051,0.728874,0.524839
ANKRD24,1.06515,1.0789,0.947765,0.740539,0.709174,0.816415
ANKRD26,22.2579,20.7223,20.8872,21.1248,19.1871,18.8747
ANKRD27,43.1935,45.8904,45.3104,39.2095,38.9257,39.1878
ANKRD28,166.64,169.778,180.111,155.98,127.493,135.389
ANKRD29,0.128554,0.223222,0.164038,0.233856,0.157596,0.155509
ANKRD30A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANKRD30B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANKRD30BL,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANKRD31,0.0183664,0.0186036,0.018228,0.0194898,1.97E-06,1.94E-06
ANKRD33,1.37735,1.48814,1.73149,1.96827,0.965264,1.24406
ANKRD33B,135.016,102.644,102.923,19.176,20.1917,20.1771
ANKRD34A,2.14866,1.84157,1.73149,1.18876,1.33955,1.45788
ANKRD34B,1.84E-06,1.86E-06,0.018228,1.95E-06,1.97E-06,1.94E-06
ANKRD34C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
ANKRD35,6.2256,2.51123,3.28072,1.36415,1.39865,1.22462
ANKRD36,10.9086,10.4356,9.40473,11.5563,10.8543,11.0605
ANKRD36B,3.8382,3.16229,3.55411,3.42986,3.72316,3.67386
ANKRD36C,7.052,7.34768,7.23581,7.5223,6.44165,6.95895
ANKRD37,1.90992,2.47403,2.78861,2.57239,2.5609,2.29373
ANKRD39,4.04021,3.12509,3.31717,3.00112,3.42767,3.4406
ANKRD40,89.2519,95.557,97.2551,96.1529,87.8192,91.691
ANKRD40CL,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
